id,cause_of_death,region_origin,affected_nationality,missing,dead,incident_region,date,source,reliability,lat,lon
134608,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,4,North Africa,07/02/2016,Regional Mixed Migration Secretariat,,22.27508545,21.75292969
134609,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,10/02/2016,Regional Mixed Migration Secretariat,,10.35870361,44.87652588
134610,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,11/02/2016,Regional Mixed Migration Secretariat,,12.60308838,37.4520874
134611,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,7,North Africa,11/02/2016,Regional Mixed Migration Secretariat,,23.20129395,22.1428833
134612,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,11/02/2016,Regional Mixed Migration Secretariat,,13.00750732,36.1519165
134613,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,11/02/2016,Regional Mixed Migration Secretariat,,26.92510986,14.65588379
134614,Shot_or_Stabbed,Horn of Africa (P),,,3,North Africa,12/02/2016,Regional Mixed Migration Secretariat,,12.93927002,36.128479
134615,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,6,North Africa,12/02/2016,Regional Mixed Migration Secretariat,,23.47491455,22.32849121
134616,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,12/02/2016,Regional Mixed Migration Secretariat,,13.93188477,35.41992188
134617,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,12/02/2016,Regional Mixed Migration Secretariat,,23.32269287,21.81488037
134618,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,2,North Africa,16/02/2016,Regional Mixed Migration Secretariat,,24.01727295,32.36029053
134619,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,8.5546875,47.13128662
134620,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,17/02/2016,Regional Mixed Migration Secretariat,,12.59967041,37.44848633
134621,Vehicle_Accident,Horn of Africa (P),,,1,Horn of Africa,17/02/2016,Regional Mixed Migration Secretariat,,9.25567627,42.80267334
134622,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,26.95770264,14.46350098
134623,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,12.95269775,36.18768311
134624,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,32.42791748,13.64208984
134625,Excessive_physical_abuse,Horn of Africa (P),,,3,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,12.96148682,36.14849854
134626,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,6,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,30.21472168,20.14031982
134627,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,5,North Africa,17/02/2016,Regional Mixed Migration Secretariat,,23.30908203,21.85369873
134628,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,18.73608398,28.65228272
134629,"Starvation, Dehydration",Horn of Africa (P),,,1,Horn of Africa,18/02/2016,Regional Mixed Migration Secretariat,,17.703125,38.36669922
134630,Vehicle_Accident,Horn of Africa (P),,,2,Sub-Saharan Africa,18/02/2016,Regional Mixed Migration Secretariat,,-9.040710449,32.96307373
134631,Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,3,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,15.47369385,36.41687012
134632,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,6,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,30.21472168,20.14031982
134633,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,16.67431641,33.44970703
134634,Sickness_and_lack_of_access_to_medicines Shot_or_Stabbed,Horn of Africa (P),,,25,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,23.1796875,22.18011475
134635,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,14.00769043,35.44189453
134636,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,23.14428711,21.78588867
134637,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,15.47528076,36.46667481
134638,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,27.00872803,14.44909668
134639,Shot_or_Stabbed,Horn of Africa (P),,,6,Horn of Africa,18/02/2016,Regional Mixed Migration Secretariat,,11.57427979,37.36132813
134640,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,22.03088379,23.95031738
134641,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,14.27587891,33.51391602
134642,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,8,North Africa,18/02/2016,Regional Mixed Migration Secretariat,,23.2769165,21.8270874
134643,"Suffocation, Other",Horn of Africa (P),,,1,North Africa,19/02/2016,Regional Mixed Migration Secretariat,,27.73370361,30.79071045
134644,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,19/02/2016,Regional Mixed Migration Secretariat,,15.44732666,32.57867432
134645,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/02/2016,Regional Mixed Migration Secretariat,,24.08892822,32.89990234
134646,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,23.79089356,32.74212647
134647,Shot_or_Stabbed,Horn of Africa (P),,,13,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,23.29211426,22.03027344
134648,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,14.01208496,35.41448975
134649,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,20.56347656,23.5546875
134650,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,6,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,20.39868164,24.43371582
134651,Suffocation,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,15.50872803,32.60467529
134652,Shot_or_Stabbed,Horn of Africa (P),,,10,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,14.00091553,35.38153076
134653,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,20.53308106,23.90631104
134654,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,12.96008301,36.15393066
134655,Vehicle_Accident,Horn of Africa (P),,,30,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,26.11987305,14.77050781
134656,Vehicle_Accident,Horn of Africa (P),,,5,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,15.46710205,32.59448242
134657,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,21.27209473,22.67590332
134658,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,3,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,22.00750732,23.46691895
134659,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,16.67431641,33.44970703
134660,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter,Horn of Africa (P),,,28,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,22.23132324,23.02728272
134661,Shot_or_Stabbed,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,12.95947266,36.14727783
134662,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,6,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,26.94470215,14.58990479
134663,Other,Horn of Africa (P),,,3,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,12.96148682,36.14849854
134664,Starvation,Horn of Africa (P),,,1,North Africa,21/02/2016,Regional Mixed Migration Secretariat,,23.16369629,23.22509766
134665,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,01/03/2016,Regional Mixed Migration Secretariat,,17.85992432,29.09191895
134666,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,05/03/2016,Regional Mixed Migration Secretariat,,15.52832031,32.39868164
134667,Starvation Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,07/03/2016,Regional Mixed Migration Secretariat,,23.56988525,33.26672363
134668,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,08/03/2016,Regional Mixed Migration Secretariat,,14.00488281,35.41992188
134669,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,08/03/2016,Regional Mixed Migration Secretariat,,6.760681152,40.30889893
134670,Sickness_and_lack_of_access_to_medicines Suffocation,Horn of Africa (P),,,1,North Africa,08/03/2016,Regional Mixed Migration Secretariat,,24.05230713,32.9755249
134671,Starvation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,12/03/2016,Regional Mixed Migration Secretariat,,17.70147705,34.00848389
134672,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,14/03/2016,Regional Mixed Migration Secretariat,,8.388916016,48.46832275
134673,Sickness_and_lack_of_access_to_medicines Dehydration Harsh_weather_lack_of_adequate_shelter Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,14/03/2016,Regional Mixed Migration Secretariat,,15.64770508,32.48071289
134674,Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,1,North Africa,14/03/2016,Regional Mixed Migration Secretariat,,22.12792969,31.12432861
134675,Vehicle_Accident,Horn of Africa (P),,,1,North Africa,15/03/2016,Regional Mixed Migration Secretariat,,18.02392578,34.02868652
134676,Sickness_and_lack_of_access_to_medicines Starvation Dehydration,Horn of Africa (P),,,1,Horn of Africa,17/03/2016,Regional Mixed Migration Secretariat,,10.43109131,45.00671387
134677,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,17/03/2016,Regional Mixed Migration Secretariat,,12.95452881,36.1572876
134678,Shot_or_Stabbed,Horn of Africa (P),,,6,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,14.01611328,35.37872315
134679,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,11,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,21.49707031,21.42327881
134680,Starvation,Horn of Africa (P),,,1,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,12.0770874,24.85388184
134681,Vehicle_Accident,Horn of Africa (P),,,20,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,21.80352783,22.23632813
134682,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,12.03552246,24.86212158
134683,Shot_or_Stabbed,Horn of Africa (P),,,5,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,26.98468018,14.4375
134684,Suffocation,Horn of Africa (P),,,1,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,15.59869385,32.63208008
134685,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,22.02770996,22.69787598
134686,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,17/03/2016,Regional Mixed Migration Secretariat,,10.796875,34.32128906
134687,Starvation Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,2,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,22.0770874,31.0692749
134688,Vehicle_Accident,Horn of Africa (P),,,6,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,23.93151856,32.41247559
134689,Sickness_and_lack_of_access_to_medicines Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,9,North Africa,17/03/2016,Regional Mixed Migration Secretariat,,17.58447266,33.44250488
134690,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,19/03/2016,Regional Mixed Migration Secretariat,,20.69769287,25.13671875
134691,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,15.53588867,32.63970947
134692,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.01947022,35.37670898
134693,Starvation Suffocation Excessive_physical_abuse,Horn of Africa (P),,,5,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,30.79492188,33.17871094
134694,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,24.18847656,32.49768066
134695,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.01690674,35.41107178
134696,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,21,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,20.28607178,24.27990723
134697,Shot_or_Stabbed,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,11.98590088,24.87731934
134698,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,26.98712158,14.41131592
134699,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.03149414,24.9072876
134700,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,11,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,21.02630615,23.269104
134701,Shot_or_Stabbed,Horn of Africa (P),,,5,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,15.41308594,32.71728516
134702,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.9586792,36.14752197
134703,Starvation,Horn of Africa (P),,,2,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,14.01507568,35.38012695
134704,Vehicle_Accident,Horn of Africa (P),,,10,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,20.36853027,23.92828369
134705,Sickness_and_lack_of_access_to_medicines Starvation,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,30.24047852,20.19567871
134706,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,12.96032715,36.15008545
134707,Starvation,Horn of Africa (P),,,3,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,26.96087647,14.49169922
134708,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,8,North Africa,20/03/2016,Regional Mixed Migration Secretariat,,21.92590332,24.03808594
134709,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,24/03/2016,Regional Mixed Migration Secretariat,,21.80047607,31.38830566
134710,Shot_or_Stabbed,Horn of Africa (P),,,3,North Africa,29/03/2016,Regional Mixed Migration Secretariat,,23.28491211,32.45367432
134711,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,31/03/2016,Regional Mixed Migration Secretariat,,1.231689453,42.70770264
134712,Shot_or_Stabbed,Horn of Africa (P),,,1,Horn of Africa,31/03/2016,Regional Mixed Migration Secretariat,,0.491088867,42.78210449
134713,Starvation Dehydration Harsh_weather_lack_of_adequate_shelter Suffocation,Horn of Africa (P),,,5,North Africa,08/04/2016,Regional Mixed Migration Secretariat,,19.0637207,33.9586792
134714,Sickness_and_lack_of_access_to_medicines Starvation Harsh_weather_lack_of_adequate_shelter Suffocation Excessive_physical_abuse Sexual_abuse,Horn of Africa (P),,,7,North Africa,08/04/2016,Regional Mixed Migration Secretariat,,23.8112793,32.68432617
134715,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,13/04/2016,Regional Mixed Migration Secretariat,,30.58410645,32.7833252
134716,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,16/04/2016,Regional Mixed Migration Secretariat,,19.25048828,34.11248779
134717,Vehicle_Accident,Horn of Africa (P),,,2,North Africa,16/04/2016,Regional Mixed Migration Secretariat,,19.73730469,33.25567627
134718,Sickness_and_lack_of_access_to_medicines,Horn of Africa (P),,,1,Horn of Africa,18/04/2016,Regional Mixed Migration Secretariat,,6.763671875,40.28692627
134719,Sickness_and_lack_of_access_to_medicines Dehydration,Horn of Africa (P),,,1,Horn of Africa,18/04/2016,Regional Mixed Migration Secretariat,,8.214904785,47.30712891
134720,Vehicle_Accident,Horn of Africa (P),,,3,North Africa,18/04/2016,Regional Mixed Migration Secretariat,,15.48272705,32.5559082
134721,Other,Horn of Africa (P),,,1,Sub-Saharan Africa,19/04/2016,Regional Mixed Migration Secretariat,,-4.574707031,39.22131348
