L101,L102,L103,L104,L106,L107,L108,DAY,TIME
9.845,15.55,28.745,42.33,25,11.02,38.19,3,459
9.055,12.99,48.825,34.65,23.23,10.435,20.865,3,460
17.325,17.915,44.1,54.73,19.49,8.27,34.65,3,461
13.19,16.93,35.235,55.91,21.26,5.905,17.915,3,462
12.01,10.24,15.355,40.945,17.125,9.25,9.45,3,463
14.96,11.615,13.585,31.89,17.52,8.07,28.15,3,464
29.925,17.52,17.325,39.57,20.475,9.645,26.185,3,465
48.23,11.81,51.97,32.68,21.655,11.415,14.175,3,466
49.805,10.63,32.285,35.435,17.325,9.055,19.295,3,467
51.775,10.24,19.295,32.285,17.325,6.89,18.7,3,468
51.385,10.435,28.745,31.5,43.31,5.905,36.615,3,469
44.295,11.615,36.81,36.81,16.93,7.48,22.245,3,470
24.215,9.645,31.895,23.425,24.02,7.875,9.25,3,471
8.665,6.1,52.955,19.49,14.765,6.1,17.325,3,472
37.205,13.19,9.645,26.775,14.96,5.705,19.295,3,473
44.49,7.68,13.98,21.265,16.535,6.695,18.31,3,474
34.65,12.405,8.27,34.255,11.615,6.89,8.07,3,475
25.985,14.765,8.66,33.465,13.39,8.66,12.21,3,476
48.035,8.465,8.07,30.515,12.795,11.22,10.435,3,477
42.92,8.66,20.08,26.38,14.57,6.89,13.385,3,478
48.035,8.075,9.845,20.275,12.005,6.295,10.63,3,479
48.625,8.465,13.78,21.46,15.155,5.71,8.66,3,480
50.205,8.27,11.615,23.23,11.615,4.92,18.505,4,481
46.465,11.025,16.14,27.955,16.145,5.115,5.315,4,482
39.965,6.3,10.63,24.41,10.04,5.515,9.45,4,483
35.635,16.145,11.42,30.51,14.965,5.905,6.695,4,484
34.845,18.895,10.04,27.56,12.995,6.89,3.54,4,485
36.42,7.28,5.51,20.87,8.465,5.12,4.92,4,486
11.615,9.65,5.905,31.3,9.645,5.515,6.495,4,487
9.45,10.235,7.28,24.215,12.01,5.315,10.83,4,488
12.01,8.465,10.04,20.475,11.81,4.92,6.69,4,489
7.285,10.435,9.055,27.165,12.6,4.525,12.405,4,490
8.27,7.085,6.89,19.095,13.19,7.875,5.51,4,491
6.695,8.265,9.25,24.215,11.225,4.725,8.07,4,492
8.07,7.085,7.085,20.67,10.435,5.315,4.33,4,493
7.285,6.89,6.1,21.065,9.055,4.53,4.53,4,494
8.075,7.68,8.07,21.265,9.45,4.725,4.925,4,495
6.695,3.94,6.1,13.98,6.89,4.33,4.725,4,496
7.48,5.91,5.905,19.69,8.07,4.335,3.545,4,497
3.74,8.27,6.69,25.985,10.04,5.51,4.53,4,498
5.905,7.285,4.725,22.64,9.645,4.525,4.33,4,499
6.89,4.725,5.515,16.54,12.6,6.1,3.545,4,500
6.1,5.71,3.94,22.64,9.25,4.33,4.13,4,501
4.725,5.115,5.71,16.145,10.435,3.74,5.315,4,502
7.68,5.705,8.27,21.85,9.45,6.695,5.905,4,503
7.485,5.905,7.48,15.75,13.785,3.935,4.92,4,504
8.66,5.315,5.705,19.49,7.085,5.71,2.755,4,505
3.935,4.72,3.345,19.1,6.495,3.54,3.15,4,506
4.13,4.92,5.905,17.52,8.07,2.36,3.935,4,507
4.525,5.51,3.935,17.72,6.495,3.935,2.955,4,508
2.755,5.12,4.925,13.58,8.27,4.92,4.13,4,509
4.725,4.525,4.33,12.205,8.66,3.145,4.725,4,510
2.755,5.51,5.315,16.73,10.435,3.35,3.935,4,511
5.115,3.94,5.71,13.78,8.66,4.13,3.54,4,512
3.545,3.15,4.525,7.48,10.04,2.56,3.74,4,513
4.92,6.3,6.5,23.425,8.465,3.15,1.97,4,514
5.12,4.13,4.135,10.83,6.3,4.725,2.955,4,515
3.935,4.135,5.515,13.385,10.435,1.965,3.345,4,516
3.935,4.53,3.935,16.535,5.705,3.345,2.56,4,517
2.755,3.145,5.12,10.235,9.45,3.345,2.56,4,518
3.545,4.53,4.33,13.975,9.645,3.345,3.15,4,519
3.545,4.525,6.495,15.355,9.45,2.56,2.36,4,520
3.345,3.74,3.74,11.415,8.07,2.955,2.755,4,521
4.53,2.95,5.71,11.22,8.665,2.955,1.77,4,522
4.135,3.74,4.525,12.6,7.285,2.165,2.755,4,523
3.345,3.935,3.345,12.01,7.285,1.965,2.76,4,524
2.955,2.955,5.315,10.04,7.085,2.165,3.345,4,525
2.95,3.54,3.94,9.65,7.675,2.36,1.965,4,526
2.56,3.15,4.135,10.04,5.91,1.965,1.57,4,527
3.345,2.755,2.165,7.875,4.525,2.365,1.97,4,528
2.165,3.935,3.15,11.22,4.53,1.77,2.36,4,529
2.165,4.33,2.36,16.535,3.74,4.92,1.575,4,530
2.165,2.755,2.165,7.875,7.09,2.95,2.56,4,531
1.77,4.53,4.135,13.19,7.48,2.76,1.97,4,532
2.56,3.74,3.345,15.155,4.525,3.15,1.97,4,533
2.56,3.935,2.36,12.995,2.755,2.95,1.97,4,534
2.755,3.15,2.56,10.24,3.74,2.165,1.77,4,535
2.36,2.56,2.95,11.025,5.12,2.36,1.97,4,536
2.165,1.965,1.77,6.495,3.545,1.77,1.375,4,537
1.18,1.97,1.575,8.07,3.545,1.57,0.985,4,538
1.77,2.555,2.36,8.265,2.755,1.18,1.38,4,539
1.77,2.555,1.77,12.205,3.35,2.755,1.575,4,540
1.575,1.575,2.365,6.3,4.925,1.38,1.77,4,541
2.165,1.77,2.555,6.89,3.15,1.77,1.77,4,542
1.575,2.365,3.15,8.465,5.515,1.38,1.965,4,543
2.36,3.15,1.575,12.795,2.95,2.365,1.18,4,544
1.77,1.97,2.56,9.645,3.74,3.935,1.375,4,545
1.575,2.76,1.77,5.705,4.525,0.79,2.165,4,546
2.555,2.165,3.74,6.495,5.705,1.18,1.375,4,547
2.56,1.575,1.57,5.315,3.15,1.38,0.985,4,548
1.97,2.165,1.97,6.695,4.33,0.79,1.575,4,549
1.575,1.97,2.755,6.69,5.315,1.18,2.165,4,550
1.97,3.15,2.955,10.825,3.345,1.375,1.375,4,551
1.77,1.97,1.77,8.27,3.345,2.165,1.575,4,552
0.785,2.36,1.18,7.09,3.545,1.97,1.575,4,553
1.77,2.755,2.755,9.645,4.72,1.77,1.965,4,554
1.18,2.365,2.165,8.27,3.15,2.165,1.38,4,555
1.18,2.165,1.97,9.055,4.33,2.165,2.165,4,556
2.165,2.365,2.165,6.3,5.71,1.375,1.18,4,557
1.965,2.955,2.56,7.09,4.53,1.77,0.985,4,558
1.77,2.165,2.36,8.665,2.755,1.375,1.38,4,559
1.965,1.775,1.97,5.315,4.13,1.965,1.575,4,560
1.57,1.38,3.15,4.92,4.33,1.18,1.18,4,561
1.575,1.77,1.965,6.495,2.36,0.98,1.18,4,562
1.18,2.555,2.56,5.905,4.135,0.985,0.39,4,563
1.77,2.56,1.18,9.25,2.36,1.97,0.98,4,564
1.965,1.18,1.77,6.3,2.365,1.77,1.18,4,565
1.375,2.365,2.165,5.515,4.135,1.965,0.985,4,566
1.77,3.15,1.575,7.68,6.3,1.375,1.575,4,567
1.375,2.56,2.36,7.285,3.94,0.98,2.165,4,568
2.36,1.97,3.74,6.5,4.525,1.97,0.985,4,569
1.18,2.755,1.77,7.675,3.345,1.18,2.165,4,570
2.165,3.345,2.365,9.645,4.53,1.575,1.375,4,571
1.97,3.94,2.955,9.65,6.105,1.375,2.165,4,572
2.76,2.36,2.56,9.84,5.51,2.95,1.18,4,573
1.97,2.755,1.775,11.025,4.135,2.56,1.97,4,574
2.165,3.35,4.135,12.005,5.115,1.57,1.575,4,575
2.165,1.965,2.165,6.3,4.33,1.97,0.985,4,576
1.575,3.35,2.36,6.89,4.53,0.785,1.77,4,577
1.77,3.15,2.95,13.19,4.92,2.755,1.77,4,578
2.755,4.335,2.56,17.525,5.315,2.95,1.77,4,579
1.77,6.1,2.165,10.04,3.35,1.97,1.375,4,580
1.965,2.955,7.085,15.75,3.935,2.755,1.18,4,581
2.56,4.525,3.345,19.095,6.105,3.15,1.77,4,582
2.36,3.35,2.755,10.435,3.74,3.15,2.165,4,583
2.165,4.525,3.15,25.985,6.89,3.345,1.77,4,584
2.56,4.33,2.76,15.945,6.3,3.54,2.365,4,585
2.365,6.105,3.345,14.765,6.89,3.15,2.56,4,586
3.35,5.115,4.33,17.325,7.285,3.54,4.135,4,587
3.74,4.92,6.3,15.555,10.83,5.315,3.35,4,588
2.165,5.515,3.935,18.31,7.28,3.545,2.555,4,589
2.955,6.89,52.17,31.695,9.645,3.15,3.54,4,590
6.1,4.33,13.98,18.7,7.48,4.33,3.545,4,591
4.72,7.87,2.955,27.76,7.675,3.15,3.345,4,592
3.345,9.65,13.975,27.365,11.415,4.725,5.12,4,593
5.12,20.865,5.905,52.17,9.055,4.525,5.315,4,594
3.74,5.905,7.285,27.565,12.205,6.1,5.71,4,595
6.89,7.085,7.68,28.94,15.555,4.135,6.495,4,596
5.315,7.68,7.285,31.89,11.22,6.69,7.68,4,597
5.71,8.665,10.04,29.725,15.945,4.53,9.645,4,598
6.89,6.495,11.615,39.77,17.72,6.89,6.89,4,599
8.66,7.485,7.485,31.695,14.175,4.925,6.495,4,600
6.495,10.63,7.675,42.52,14.175,6.89,6.3,4,601
6.3,19.095,6.89,34.845,12.995,6.695,8.86,4,602
6.3,13.385,11.42,36.025,18.31,5.51,11.02,4,603
8.465,12.795,24.61,49.215,15.75,7.285,13.19,4,604
12.205,25,12.01,59.06,21.065,7.675,22.05,4,605
9.25,25.005,33.075,71.07,25.79,8.665,22.245,4,606
16.34,22.245,14.565,84.06,20.67,5.91,23.43,4,607
12.6,28.545,12.4,100,17.915,10.825,5.905,4,608
7.875,51.775,7.68,100,19.1,6.495,9.055,4,609
7.68,80.52,13.39,94.295,22.245,12.6,11.615,4,610
8.265,75.99,13.98,100,22.445,10.63,16.14,4,611
12.795,100,13.785,100,18.115,10.435,11.225,4,612
10.63,100,16.735,100,19.685,11.22,22.835,4,613
13.19,98.825,12.8,100,42.125,8.66,58.27,4,614
14.96,98.43,12.6,100,52.365,11.815,72.05,4,615
11.81,100,12.795,100,24.02,10.235,78.55,4,616
13.19,100,21.06,100,31.5,11.415,76.385,4,617
4.53,32.48,7.68,50.395,31.495,4.92,38.39,4,618
19.095,52.56,60.245,100,21.065,7.875,88.59,4,619
28.15,27.76,20.475,100,21.655,12.005,83.47,4,620
35.435,20.475,18.305,100,50.2,13.19,73.235,4,621
33.07,36.025,18.31,100,36.615,7.875,34.65,4,622
22.635,64.965,38.585,100,49.61,10.825,19.295,4,623
42.72,93.115,35.83,100,49.41,12.6,34.45,4,624
43.115,68.705,19.49,100,45.87,9.45,20.08,4,625
54.14,52.17,46.46,100,41.535,8.465,18.115,4,626
49.61,84.65,17.72,92.325,63.39,14.375,12.01,4,627
62.405,96.265,39.175,100,57.685,15.555,14.57,4,628
76.585,76.58,29.135,100,59.26,6.89,12.995,4,629
74.02,92.325,41.54,100,29.135,28.15,16.735,4,630
63.98,81.305,15.55,100,24.015,40.165,25.59,4,631
81.305,74.22,19.49,100,28.545,89.965,19.685,4,632
77.565,58.075,16.735,100,33.075,94.69,19.88,4,633
81.7,42.72,16.535,100,27.17,90.36,23.625,4,634
71.855,53.155,18.9,100,24.215,99.02,73.625,4,635
83.08,78.35,17.525,100,30.315,89.77,43.31,4,636
75.005,96.855,11.815,100,22.835,69.885,43.115,4,637
86.03,93.905,15.16,91.93,30.71,65.36,54.725,4,638
90.555,83.67,17.72,96.855,34.055,98.23,90.95,4,639
74.81,74.415,12.795,64.97,39.18,82.485,70.475,4,640
75.99,83.275,18.31,52.96,32.875,93.505,72.64,4,641
68.115,95.68,17.52,73.23,36.42,72.64,80.52,4,642
75.79,38.78,23.035,85.04,33.86,83.075,64.375,4,643
72.445,27.165,23.03,51.38,43.9,64.77,16.535,4,644
69.495,21.85,21.065,48.035,54.135,73.235,25.985,4,645
61.815,30.32,26.38,96.655,66.545,91.54,34.45,4,646
63.785,21.85,20.275,64.77,24.805,94.885,23.425,4,647
81.7,18.505,17.125,55.715,44.885,100,13.585,4,648
92.53,36.22,18.9,61.615,35.83,91.145,34.255,4,649
85.045,26.38,33.465,54.53,34.06,88.585,8.27,4,650
97.05,37.6,27.755,65.95,37.21,100,10.04,4,651
92.915,41.735,27.17,59.455,46.855,93.9,12.005,4,652
97.055,29.53,23.425,75.005,29.14,100,17.325,4,653
98.625,30.715,14.37,100,28.74,91.54,25.005,4,654
93.505,16.93,24.215,73.625,32.675,93.115,15.16,4,655
98.43,36.225,16.735,43.115,29.53,100,19.88,4,656
81.11,45.28,22.05,48.625,39.37,100,49.215,4,657
75.205,36.22,33.47,64.375,29.335,94.69,20.275,4,658
85.44,30.71,16.54,79.73,29.73,100,15.75,4,659
70.48,27.56,42.92,65.16,43.115,100,18.9,4,660
87.015,30.12,60.83,50.985,30.91,98.43,18.7,4,661
73.235,22.44,50,45.87,20.865,83.865,10.43,4,662
74.025,36.025,61.62,70.675,32.875,97.64,19.49,4,663
63.785,49.61,51.775,72.445,53.35,97.64,12.6,4,664
73.04,50.595,58.665,100,59.06,99.415,25.985,4,665
66.54,40.555,31.105,100,29.135,97.05,10.435,4,666
67.13,56.105,21.855,100,49.02,100,6.89,4,667
71.465,60.83,38.78,100,29.53,96.855,19.485,4,668
47.64,73.43,24.41,100,24.805,77.96,34.255,4,669
36.42,70.28,15.36,100,23.23,71.07,14.175,4,670
36.42,95.475,18.7,100,26.38,72.05,13.585,4,671
42.325,66.54,16.14,100,46.07,88.195,10.63,4,672
44.69,76.975,29.135,100,58.47,78.55,20.08,4,673
14.565,53.745,22.445,100,27.17,69.69,18.505,4,674
29.53,89.77,12.795,100,26.58,81.11,29.92,4,675
27.17,99.02,15.75,100,26.38,71.855,15.355,4,676
15.75,80.915,35.435,97.445,38.585,66.345,34.845,4,677
25,50.985,34.65,100,54.135,67.92,18.505,4,678
31.89,34.845,55.91,100,52.365,72.055,17.52,4,679
24.215,35.24,80.91,100,42.325,81.505,16.93,4,680
17.52,32.875,83.865,100,40.55,99.805,20.275,4,681
29.725,32.875,64.375,100,47.835,81.895,11.81,4,682
47.25,69.69,66.735,100,35.04,79.53,14.175,4,683
53.155,96.655,60.44,100,40.55,78.355,26.38,4,684
66.145,100,86.815,100,40.16,70.08,22.84,4,685
68.705,100,60.045,100,40.555,71.07,10.435,4,686
74.415,99.61,25.005,100,29.925,62.8,35.83,4,687
66.145,97.84,25.985,100,32.875,74.02,56.695,4,688
73.04,100,34.055,100,37.01,72.84,8.27,4,689
71.07,99.415,11.42,100,23.23,100,12.005,4,690
75.005,92.915,29.33,100,27.165,95.08,51.38,4,691
54.925,84.06,30.71,100,24.415,88.39,57.88,4,692
67.725,99.805,14.765,100,13.19,63,61.03,4,693
74.81,96.855,7.68,100,27.955,66.735,79.735,4,694
61.225,99.415,15.945,100,33.07,41.935,74.415,4,695
51.575,98.23,68.71,100,32.68,41.935,62.605,4,696
53.155,99.02,73.625,100,26.38,45.275,56.11,4,697
73.825,63.195,49.02,100,26.77,71.46,67.525,4,698
84.06,19.295,20.865,100,24.21,62.41,67.725,4,699
83.665,18.895,63.98,100,43.505,60.83,47.445,4,700
51.975,31.895,75.795,100,69.1,95.87,48.035,4,701
73.04,45.87,49.81,100,37.405,53.355,20.08,4,702
79.14,44.095,52.76,100,31.3,56.305,28.35,4,703
56.895,74.02,73.035,100,27.755,58.865,26.38,4,704
78.35,41.735,63.785,100,36.025,65.95,19.885,4,705
74.22,30.12,75.4,100,37.01,55.315,12.6,4,706
92.92,26.38,70.675,100,23.625,27.36,13.975,4,707
58.075,69.295,77.17,100,33.27,12.99,14.765,4,708
74.025,100,43.505,100,24.41,26.775,72.445,4,709
64.18,89.77,40.555,100,38.78,25.2,55.125,4,710
74.615,98.625,67.13,100,38.39,17.72,57.485,4,711
72.84,85.64,57.29,100,30.71,18.505,42.325,4,712
79.735,48.23,26.38,100,26.185,11.415,34.455,4,713
66.145,37.8,31.105,100,31.89,14.57,47.445,4,714
67.92,32.875,37.8,100,27.565,15.16,16.535,4,715
62.605,37.795,67.13,100,34.255,16.735,12.01,4,716
66.74,26.185,68.115,95.87,22.64,18.7,16.34,4,717
63.785,12.205,72.645,100,32.48,43.705,25.005,4,718
73.43,19.885,92.915,75.005,29.135,51.775,35.83,4,719
87.805,22.835,52.955,84.06,20.675,10.43,57.285,4,720
74.61,13.385,46.855,96.065,23.425,12.99,61.225,4,721
79.73,20.865,48.035,95.675,37.995,15.355,59.455,4,722
72.645,12.795,79.335,86.815,25.2,19.685,40.945,4,723
74.025,20.675,76.78,72.645,43.51,20.67,38.585,4,724
67.325,30.12,89.575,95.08,55.125,10.235,50.2,4,725
82.485,21.26,64.965,100,59.65,13.78,54.135,4,726
82.09,23.23,84.06,100,33.86,16.145,70.28,4,727
95.085,12.205,70.675,100,44.69,11.615,63.195,4,728
86.425,13.19,36.42,99.805,49.02,10.24,77.565,4,729
83.47,19.49,57.685,81.31,40.755,21.26,65.36,4,730
82.485,20.87,62.21,99.215,31.105,12.205,77.955,4,731
78.94,21.655,31.895,98.035,40.36,15.355,66.15,4,732
92.13,15.75,34.055,81.7,26.775,13.98,58.47,4,733
84.85,15.945,23.625,100,51.38,12.995,42.915,4,734
75.6,28.94,40.755,100,31.105,11.22,60.44,4,735
50.985,61.82,34.845,100,28.35,11.025,45.475,4,736
94.1,100,81.505,100,32.875,15.155,52.17,4,737
64.57,100,60.635,100,36.62,17.52,16.34,4,738
99.415,100,46.46,100,40.555,16.535,18.9,4,739
87.21,100,85.44,100,29.73,10.83,33.86,4,740
68.115,100,84.455,100,27.56,11.615,25.2,4,741
75.795,95.675,70.085,100,26.575,10.63,24.805,4,742
90.36,83.865,50.4,100,25.79,22.25,13.385,4,743
85.05,67.33,48.425,100,40.75,19.095,46.065,4,744
95.08,75.795,62.01,100,41.54,22.445,22.05,4,745
92.325,53.355,94.69,100,25.79,48.035,9.055,4,746
79.73,36.42,46.065,100,23.425,36.225,19.685,4,747
45.87,6.89,37.6,50.59,13.19,9.645,5.71,4,748
78.94,65.95,84.845,100,23.82,14.565,20.87,4,749
67.13,45.675,51.575,100,22.64,23.23,19.29,4,750
79.335,10.83,67.725,100,35.24,21.065,23.625,4,751
81.895,12.405,88.39,100,32.485,14.765,14.765,4,752
53.945,25,96.655,100,25.79,9.645,18.305,4,753
64.375,55.91,43.9,100,21.065,13.98,20.865,4,754
67.92,98.825,56.7,100,25.99,13.385,25.4,4,755
75.795,94.49,79.535,100,44.295,15.55,17.525,4,756
83.075,75.005,62.21,100,27.17,29.14,43.705,4,757
82.685,56.695,49.805,100,27.165,39.965,25.395,4,758
87.21,29.135,57.285,100,30.71,37.995,25.79,4,759
70.875,53.15,48.235,100,22.245,9.845,12.205,4,760
74.22,25.59,35.435,94.3,24.415,11.615,2.95,4,761
74.805,17.72,38.19,100,15.75,11.22,14.37,4,762
65.95,50.79,41.54,100,23.625,18.11,10.63,4,763
80.91,63.195,73.04,100,25.395,37.01,17.125,4,764
72.645,36.815,87.01,100,25.595,48.23,19.49,4,765
74.415,21.065,34.45,96.855,24.61,45.675,14.765,4,766
55.515,12.4,49.215,88.98,40.16,52.96,17.525,4,767
65.36,20.085,48.625,70.87,33.075,62.8,15.355,4,768
74.615,21.46,48.425,90.16,32.285,99.215,27.955,4,769
61.425,15.95,52.96,100,43.9,99.215,8.07,4,770
65.56,20.275,51.185,96.855,100,91.54,12.205,4,771
77.96,19.295,65.16,85.24,61.42,82.685,21.26,4,772
70.87,15.16,53.35,70.08,26.18,83.465,11.615,4,773
62.995,18.31,45.08,58.47,27.955,96.855,12.405,4,774
65.95,17.52,44.69,53.155,23.625,77.765,15.555,4,775
79.73,21.065,19.69,58.27,20.475,76.97,22.245,4,776
83.275,17.915,27.76,54.535,31.5,91.935,13.385,4,777
71.265,24.215,60.24,72.84,28.94,100,20.275,4,778
65.16,23.43,51.775,60.045,23.23,98.825,13.385,4,779
74.81,16.93,23.43,43.51,28.35,90.16,35.045,4,780
57.485,15.16,30.12,49.02,25.79,99.61,12.405,4,781
58.275,16.34,34.055,56.105,26.185,99.415,16.34,4,782
58.27,23.03,40.555,66.145,58.47,99.61,21.26,4,783
61.815,19.685,62.405,71.855,30.315,100,25.59,4,784
66.935,18.505,52.96,55.71,34.645,99.215,30.51,4,785
77.565,16.34,45.085,45.48,21.855,74.615,19.49,4,786
72.84,15.95,64.57,63.98,28.15,99.415,39.175,4,787
77.96,16.535,21.655,57.68,25.79,96.265,43.705,4,788
88.785,12.4,47.055,75.985,28.545,100,11.815,4,789
70.675,21.46,57.68,54.925,25.985,85.635,10.63,4,790
57.88,11.22,64.57,99.02,22.64,100,18.11,4,791
78.155,12.8,52.565,45.085,27.165,97.445,22.835,4,792
67.915,38.78,54.14,49.41,44.685,92.135,31.895,4,793
64.965,23.625,14.96,72.84,62.995,98.43,17.13,4,794
42.525,11.81,50.005,100,47.445,94.105,17.52,4,795
42.325,31.895,44.885,60.635,53.745,96.465,43.31,4,796
34.055,25.785,19.095,67.135,34.06,87.805,43.505,4,797
33.86,33.47,50.005,62.405,55.71,99.415,25.985,4,798
30.91,21.855,51.975,94.49,29.335,96.265,30.32,4,799
39.175,13.585,37.6,61.225,71.265,88.785,9.645,4,800
51.775,13.385,29.725,33.075,98.43,89.575,57.68,4,801
61.615,26.575,19.29,44.885,46.065,72.445,34.06,4,802
65.165,20.28,23.23,56.105,32.875,61.615,10.435,4,803
27.76,14.37,49.015,96.855,49.02,26.185,21.46,4,804
20.475,13.585,37.605,51.975,54.73,23.23,23.625,4,805
12.8,17.915,48.82,51.975,54.73,33.465,28.745,4,806
26.97,28.745,36.62,66.15,50.595,12.005,42.52,4,807
53.745,14.17,54.53,94.295,72.645,12.205,24.41,4,808
56.7,14.175,58.075,40.355,57.485,19.095,10.435,4,809
67.33,16.145,47.25,50.005,51.97,28.15,14.175,4,810
90.16,11.615,30.71,48.625,64.375,26.18,8.265,4,811
84.655,25.985,10.43,31.305,54.925,27.365,22.05,4,812
85.635,40.95,31.105,52.955,44.495,8.665,5.71,4,813
77.365,24.015,14.175,67.525,37.995,10.235,26.77,4,814
47.445,26.97,25.595,59.255,60.04,10.235,24.015,4,815
23.62,23.82,42.915,40.16,15.95,18.31,46.265,4,816
19.49,30.32,20.275,53.94,70.28,8.07,21.655,4,817
19.29,19.49,33.665,59.06,82.88,18.7,16.535,4,818
21.855,26.97,32.68,45.475,53.35,54.335,8.86,4,819
28.94,31.695,37.21,41.145,16.93,92.13,25.4,4,820
11.81,25.79,10.63,64.375,24.41,96.655,36.42,4,821
11.815,57.88,26.38,60.245,68.115,95.08,30.715,4,822
26.97,78.74,51.38,79.73,63.585,81.5,26.38,4,823
20.475,30.71,50.595,75.595,60.24,87.015,13.78,4,824
46.265,33.865,31.7,57.68,30.905,97.25,13.39,4,825
16.535,23.23,25.99,65.555,39.37,100,32.875,4,826
33.86,28.35,21.46,76.58,54.73,94.3,16.735,4,827
20.08,39.57,47.645,94.885,72.25,88.985,40.165,4,828
14.565,47.245,35.44,50.4,91.54,94.105,26.575,4,829
13.39,40.555,38,76.58,70.87,82.49,27.955,4,830
14.96,37.21,34.85,89.77,59.845,89.57,65.755,4,831
17.72,15.945,18.9,79.335,54.14,100,68.115,4,832
17.52,15.745,21.46,47.84,28.545,94.495,92.92,4,833
16.93,35.435,47.645,64.175,24.605,92.72,84.655,4,834
16.54,43.115,42.915,46.065,19.69,75.005,74.81,4,835
23.43,48.425,23.03,42.72,21.655,71.265,80.12,4,836
19.095,42.33,28.35,54.14,22.635,63.39,75.6,4,837
7.085,19.095,7.48,46.065,21.655,40.755,18.505,4,838
51.775,25.59,36.42,71.86,35.63,92.13,48.825,4,839
54.73,16.735,40.36,60.83,30.71,82.88,36.615,4,840
19.295,21.46,24.61,44.1,31.3,98.625,28.74,4,841
38.19,16.34,20.67,39.18,25,65.95,80.325,4,842
68.51,45.87,47.645,67.52,18.7,93.71,94.1,4,843
88.395,32.68,56.11,87.405,44.295,70.085,72.445,4,844
70.085,25.2,44.295,87.21,63.785,74.61,59.45,4,845
60.44,23.425,49.22,51.58,37.795,65.165,70.675,4,846
18.11,19.685,31.895,59.26,43.115,15.555,63.785,4,847
45.87,19.885,20.67,47.445,36.615,16.14,41.34,4,848
17.125,6.695,6.695,29.335,25.2,9.845,32.285,4,849
49.415,32.285,31.105,49.02,64.57,12.6,85.835,4,850
55.32,20.28,50.205,66.54,61.225,9.45,92.33,4,851
72.055,17.52,27.365,65.16,41.54,16.93,76.58,4,852
97.645,18.505,55.12,83.865,44.69,16.54,25.2,4,853
100,18.505,65.165,62.015,60.04,13.98,17.125,4,854
98.825,14.965,30.515,71.855,50.99,35.83,48.23,4,855
95.87,18.31,19.295,59.45,23.23,92.915,90.56,4,856
100,22.445,39.77,90.75,42.915,100,81.7,4,857
61.615,18.31,54.335,65.165,43.7,100,76.58,4,858
66.34,21.85,59.06,66.15,74.22,93.31,68.705,4,859
62.01,26.185,55.125,48.425,70.675,100,49.805,4,860
68.51,57.875,95.87,81.105,35.24,100,34.845,4,861
50,35.045,90.555,85.24,23.43,98.43,40.36,4,862
59.055,25,59.85,100,23.425,92.72,25.005,4,863
40.75,74.415,56.11,100,15.945,100,53.94,4,864
20.67,98.43,60.435,100,30.515,96.465,70.48,4,865
19.49,79.73,50.2,100,48.035,97.25,12.21,4,866
27.365,89.18,41.145,100,21.655,100,14.175,4,867
44.885,93.51,12.8,100,23.035,90.555,17.715,4,868
37.01,98.43,37.8,100,35.435,89.575,39.37,4,869
39.175,64.97,40.75,97.05,25.985,86.23,19.885,4,870
37.995,44.885,18.11,93.115,53.945,82.485,18.505,4,871
67.915,33.865,35.435,100,47.445,79.335,45.275,4,872
88.985,24.805,17.915,97.84,56.505,85.045,30.315,4,873
93.905,52.37,42.325,100,33.665,93.12,12.205,4,874
88.195,40.355,62.21,100,24.415,80.915,18.31,4,875
85.635,43.11,52.17,96.655,33.075,75.99,17.72,4,876
79.925,24.215,48.43,80.12,23.82,74.81,26.775,4,877
41.54,39.375,22.245,52.165,31.105,38.785,36.62,4,878
26.38,33.86,19.29,52.76,28.74,12.405,21.065,4,879
55.715,21.065,19.29,68.51,26.775,14.175,34.45,4,880
26.38,18.9,19.685,57.68,30.51,12.01,23.23,4,881
21.065,23.82,25,47.84,29.925,11.225,18.505,4,882
22.44,37.6,50.79,65.165,33.665,7.48,19.685,4,883
40.75,22.445,75.6,64.375,27.165,11.81,21.85,4,884
35.045,24.61,93.705,65.36,26.575,12.995,24.015,4,885
22.05,25.395,82.88,87.8,21.26,9.845,22.05,4,886
15.36,20.67,87.605,83.08,35.045,10.825,35.24,4,887
31.305,22.445,89.97,59.255,21.655,9.45,39.18,4,888
33.27,24.61,78.16,54.335,27.955,7.485,25.395,4,889
10.235,18.705,61.425,73.435,32.88,15.355,19.1,4,890
22.64,25.005,36.42,67.915,20.67,11.81,24.605,4,891
35.045,27.755,24.015,66.54,26.38,11.615,17.52,4,892
51.38,23.23,33.075,78.355,22.835,8.07,22.05,4,893
65.75,17.13,15.16,88.39,29.335,18.115,18.11,4,894
56.105,10.235,49.41,61.425,43.51,13.585,14.57,4,895
51.775,21.265,44.49,33.465,19.685,11.22,9.645,4,896
65.16,28.74,17.13,47.84,21.85,8.07,16.735,4,897
80.32,18.11,33.665,59.455,31.305,14.175,6.695,4,898
58.665,21.855,72.25,53.35,20.275,14.965,9.645,4,899
48.43,19.685,63.195,62.605,25,11.025,29.53,4,900
51.975,20.08,58.27,63.59,29.925,8.27,15.355,4,901
54.73,19.295,63.785,63.195,36.42,8.265,22.445,4,902
47.25,25.4,57.09,70.085,22.05,13.385,27.56,4,903
40.36,27.365,30.32,100,43.9,13.39,53.94,4,904
41.34,15.355,28.74,100,71.66,18.31,47.25,4,905
